"","year","month","season","occ.sess","occasion","session","site","trt","food_trt","helm_trt","tag","firstcap","trap","x","y","sex","season_breeder"
"948",2021,"aug","summer","4.1",4,1,"janakkala","fed_deworm","fed","deworm","219982","0","K3",11,5,"M","breeder"
"949",2021,"aug","summer","4.2",4,2,"janakkala","fed_deworm","fed","deworm","219982","0","J2",10,4,"M","breeder"
"950",2021,"aug","summer","4.3",4,3,"janakkala","fed_deworm","fed","deworm","219982","0","I1",9,1,"M","breeder"
"951",2021,"aug","summer","4.4",4,4,"janakkala","fed_deworm","fed","deworm","219982","0","C1",3,1,"M","breeder"
"952",2021,"july","summer","3.3",3,3,"radio","fed_control","fed","control","219983","1","B2",2,4,"M","breeder"
"953",2021,"aug","summer","4.3",4,3,"kuoppa","fed_control","fed","control","219984","1","K5",11,9,"F","nonbreeder"
"954",2021,"sept","fall","5.1",5,1,"kuoppa","fed_control","fed","control","219984","0","K4",11,7,"F","breeder"
"955",2021,"aug","summer","4.2",4,2,"hevonen","unfed_control","unfed","control","219985","1","I6",9,11,"M","nonbreeder"
"956",2021,"aug","summer","4.3",4,3,"hevonen","unfed_control","unfed","control","219985","0","I6",9,11,"M","nonbreeder"
"957",2021,"aug","summer","4.4",4,4,"hevonen","unfed_control","unfed","control","219985","0","I6",9,11,"M","nonbreeder"
"958",2021,"july","summer","3.1",3,1,"hevonen","unfed_control","unfed","control","219986","1","D5",4,10,"M","breeder"
"959",2021,"aug","summer","4.2",4,2,"hevonen","unfed_control","unfed","control","219986","0","G5",7,9,"M","breeder"
"960",2021,"aug","summer","4.3",4,3,"hevonen","unfed_control","unfed","control","219986","0","C2",3,3,"M","breeder"
"961",2021,"aug","summer","4.4",4,4,"hevonen","unfed_control","unfed","control","219986","0","B2",2,4,"M","breeder"
"962",2021,"aug","summer","4.3",4,3,"asema","unfed_control","unfed","control","219987","1","K1",11,1,"M","breeder"
"963",2021,"july","summer","3.4",3,4,"radio","fed_control","fed","control","219988","1","I6",9,11,"F","breeder"
"964",2021,"aug","summer","4.2",4,2,"radio","fed_control","fed","control","219988","0","I6",9,11,"F","breeder"
"965",2021,"aug","summer","4.2",4,2,"vaarinkorpi","fed_control","fed","control","219989","1","A4",1,7,"M","nonbreeder"
"966",2021,"aug","summer","4.3",4,3,"vaarinkorpi","fed_control","fed","control","219989","0","A4",1,7,"M","nonbreeder"
"967",2021,"aug","summer","4.4",4,4,"talo","fed_deworm","fed","deworm","219990","1","A6",1,11,"F","nonbreeder"
"968",2021,"sept","fall","5.4",5,4,"talo","fed_deworm","fed","deworm","219990","0","A5",1,9,"F","breeder"
"969",2021,"oct","fall","6.1",6,1,"talo","fed_deworm","fed","deworm","219990","0","A6",1,11,"F","breeder"
"970",2021,"oct","fall","6.3",6,3,"talo","fed_deworm","fed","deworm","219990","0","C6",3,11,"F","breeder"
"971",2021,"july","summer","3.1",3,1,"hevonen","unfed_control","unfed","control","219991","1","J5",10,10,"M","breeder"
"972",2021,"july","summer","3.3",3,3,"hevonen","unfed_control","unfed","control","219991","0","I6",9,11,"M","breeder"
"973",2021,"aug","summer","4.3",4,3,"hevonen","unfed_control","unfed","control","219991","0","J5",10,10,"M","breeder"
"974",2021,"aug","summer","4.4",4,4,"hevonen","unfed_control","unfed","control","219991","0","I6",9,11,"M","breeder"
"975",2021,"sept","fall","5.3",5,3,"hevonen","unfed_control","unfed","control","219991","0","J5",10,10,"M","breeder"
"976",2021,"oct","fall","6.3",6,3,"hevonen","unfed_control","unfed","control","219991","0","J5",10,10,"M","breeder"
"977",2021,"aug","summer","4.3",4,3,"vaarinkorpi","fed_control","fed","control","219992","1","B2",2,4,"M","breeder"
"978",2021,"july","summer","3.3",3,3,"radio","fed_control","fed","control","219993","1","B5",2,10,"F","breeder"
"979",2021,"aug","summer","4.3",4,3,"radio","fed_control","fed","control","219993","0","B5",2,10,"F","breeder"
"980",2021,"aug","summer","4.4",4,4,"radio","fed_control","fed","control","219993","0","B5",2,10,"F","breeder"
"981",2021,"july","summer","3.2",3,2,"radio","fed_control","fed","control","219994","1","B5",2,10,"M","breeder"
"982",2021,"july","summer","3.4",3,4,"radio","fed_control","fed","control","219994","0","C3",3,5,"M","breeder"
"983",2021,"aug","summer","4.2",4,2,"hevonen","unfed_control","unfed","control","219995","1","C2",3,3,"M","breeder"
"984",2021,"aug","summer","4.4",4,4,"hevonen","unfed_control","unfed","control","219995","0","C2",3,3,"M","breeder"
"985",2021,"july","summer","3.3",3,3,"radio","fed_control","fed","control","219996","1","I6",9,11,"M","breeder"
"986",2021,"aug","summer","4.1",4,1,"radio","fed_control","fed","control","219996","0","I6",9,11,"M","breeder"
"987",2021,"july","summer","3.3",3,3,"kiirastuli","unfed_deworm","unfed","deworm","219997","1","H3",8,6,"F","breeder"
"988",2021,"aug","summer","4.1",4,1,"kiirastuli","unfed_deworm","unfed","deworm","219997","0","J3",10,6,"F","breeder"
"989",2021,"aug","summer","4.3",4,3,"kiirastuli","unfed_deworm","unfed","deworm","219997","0","H3",8,6,"F","breeder"
"990",2021,"july","summer","3.2",3,2,"janakkala","fed_deworm","fed","deworm","219998","1","K5",11,9,"F","breeder"
"991",2021,"july","summer","3.4",3,4,"janakkala","fed_deworm","fed","deworm","219998","0","K5",11,9,"F","breeder"
"992",2021,"aug","summer","4.3",4,3,"ketunpesa","unfed_deworm","unfed","deworm","219999","1","H1",8,2,"M","breeder"
"993",2021,"aug","summer","4.4",4,4,"ketunpesa","unfed_deworm","unfed","deworm","219999","0","H1",8,2,"M","breeder"
"994",2021,"june","summer","2.3",2,3,"talo","fed_deworm","fed","deworm","226000","1","A6",1,11,"M","breeder"
"995",2021,"july","summer","3.1",3,1,"talo","fed_deworm","fed","deworm","226000","0","A6",1,11,"M","breeder"
"996",2021,"july","summer","3.4",3,4,"talo","fed_deworm","fed","deworm","226000","0","A6",1,11,"M","breeder"
"997",2021,"aug","summer","4.1",4,1,"talo","fed_deworm","fed","deworm","226000","0","D4",4,8,"M","breeder"
"998",2021,"aug","summer","4.3",4,3,"talo","fed_deworm","fed","deworm","226000","0","D5",4,10,"M","breeder"
"999",2021,"aug","summer","4.4",4,4,"talo","fed_deworm","fed","deworm","226000","0","F3",6,6,"M","breeder"
"1000",2021,"july","summer","3.1",3,1,"asema","unfed_control","unfed","control","226001","0","C1",3,1,"F","breeder"
"1001",2021,"july","summer","3.2",3,2,"asema","unfed_control","unfed","control","226001","0","E1",5,1,"F","breeder"
"1002",2021,"july","summer","3.3",3,3,"asema","unfed_control","unfed","control","226001","0","C1",3,1,"F","breeder"
"1003",2021,"july","summer","3.4",3,4,"asema","unfed_control","unfed","control","226001","0","C1",3,1,"F","breeder"
"1004",2021,"aug","summer","4.1",4,1,"asema","unfed_control","unfed","control","226001","0","C1",3,1,"F","breeder"
"1005",2021,"aug","summer","4.4",4,4,"asema","unfed_control","unfed","control","226001","0","E1",5,1,"F","breeder"
"1006",2021,"oct","fall","6.1",6,1,"asema","unfed_control","unfed","control","226001","0","H1",8,2,"F","breeder"
"1007",2021,"oct","fall","6.2",6,2,"asema","unfed_control","unfed","control","226001","0","H1",8,2,"F","breeder"
"1008",2021,"oct","fall","6.3",6,3,"asema","unfed_control","unfed","control","226001","0","G1",7,1,"F","breeder"
"1009",2021,"sept","fall","5.1",5,1,"radio","fed_control","fed","control","226003","1","G2",7,3,"F","nonbreeder"
"1010",2021,"june","summer","2.1",2,1,"puro","fed_deworm","fed","deworm","226004","1","B5",2,10,"M","breeder"
"1011",2021,"june","summer","2.3",2,3,"puro","fed_deworm","fed","deworm","226004","0","E1",5,1,"M","breeder"
"1012",2021,"june","summer","2.1",2,1,"radio","fed_control","fed","control","226005","1","A3",1,5,"M","breeder"
"1013",2021,"june","summer","2.3",2,3,"radio","fed_control","fed","control","226005","0","A3",1,5,"M","breeder"
"1014",2021,"june","summer","2.2",2,2,"mustikka","unfed_deworm","unfed","deworm","226007","1","E4",5,7,"F","breeder"
"1015",2021,"june","summer","2.3",2,3,"mustikka","unfed_deworm","unfed","deworm","226007","0","D4",4,8,"F","breeder"
"1016",2021,"july","summer","3.1",3,1,"mustikka","unfed_deworm","unfed","deworm","226007","0","B5",2,10,"F","breeder"
"1017",2021,"july","summer","3.3",3,3,"mustikka","unfed_deworm","unfed","deworm","226007","0","C5",3,9,"F","breeder"
"1018",2021,"aug","summer","4.1",4,1,"mustikka","unfed_deworm","unfed","deworm","226007","0","F4",6,8,"F","breeder"
"1019",2021,"aug","summer","4.3",4,3,"mustikka","unfed_deworm","unfed","deworm","226007","0","C5",3,9,"F","breeder"
"1020",2021,"june","summer","2.1",2,1,"ketunpesa","unfed_deworm","unfed","deworm","226009","1","K3",11,5,"M","breeder"
"1021",2021,"june","summer","2.3",2,3,"ketunpesa","unfed_deworm","unfed","deworm","226009","0","D1",4,2,"M","breeder"
"1022",2021,"june","summer","2.4",2,4,"radio","fed_control","fed","control","226011","1","F5",6,10,"F","breeder"
"1023",2021,"july","summer","3.2",3,2,"radio","fed_control","fed","control","226011","0","F4",6,8,"F","breeder"
"1024",2021,"july","summer","3.4",3,4,"radio","fed_control","fed","control","226011","0","F5",6,10,"F","breeder"
"1025",2021,"aug","summer","4.1",4,1,"radio","fed_control","fed","control","226011","0","F4",6,8,"F","breeder"
"1026",2021,"aug","summer","4.2",4,2,"radio","fed_control","fed","control","226011","0","H3",8,6,"F","breeder"
"1027",2021,"aug","summer","4.3",4,3,"radio","fed_control","fed","control","226011","0","G3",7,5,"F","breeder"
"1028",2021,"aug","summer","4.4",4,4,"radio","fed_control","fed","control","226011","0","H3",8,6,"F","breeder"
"1029",2021,"sept","fall","5.2",5,2,"radio","fed_control","fed","control","226011","0","G4",7,7,"F","breeder"
"1030",2021,"sept","fall","5.3",5,3,"radio","fed_control","fed","control","226011","0","G4",7,7,"F","breeder"
"1031",2021,"oct","fall","6.1",6,1,"radio","fed_control","fed","control","226011","0","F4",6,8,"F","breeder"
"1032",2021,"oct","fall","6.3",6,3,"radio","fed_control","fed","control","226011","0","I4",9,7,"F","breeder"
"1033",2021,"june","summer","2.2",2,2,"radio","fed_control","fed","control","226012","1","K2",11,3,"F","breeder"
"1034",2021,"june","summer","2.4",2,4,"janakkala","fed_deworm","fed","deworm","226014","1","I5",9,9,"M","nonbreeder"
"1035",2021,"june","summer","2.1",2,1,"mustikka","unfed_deworm","unfed","deworm","226015","1","J4",10,8,"M","breeder"
"1036",2021,"june","summer","2.3",2,3,"hevonen","unfed_control","unfed","control","226016","1","K3",11,5,"F","breeder"
"1037",2021,"july","summer","3.2",3,2,"hevonen","unfed_control","unfed","control","226016","0","G1",7,1,"F","breeder"
"1038",2021,"july","summer","3.3",3,3,"hevonen","unfed_control","unfed","control","226016","0","J2",10,4,"F","breeder"
"1039",2021,"july","summer","3.4",3,4,"hevonen","unfed_control","unfed","control","226016","0","H1",8,2,"F","breeder"
"1040",2021,"june","summer","2.1",2,1,"hevonen","unfed_control","unfed","control","226017","1","A1",1,1,"F","breeder"
"1041",2021,"june","summer","2.3",2,3,"hevonen","unfed_control","unfed","control","226017","0","A1",1,1,"F","breeder"
"1042",2021,"july","summer","3.3",3,3,"hevonen","unfed_control","unfed","control","226017","0","A1",1,1,"F","breeder"
"1043",2021,"aug","summer","4.1",4,1,"hevonen","unfed_control","unfed","control","226017","0","A1",1,1,"F","breeder"
"1044",2021,"aug","summer","4.2",4,2,"hevonen","unfed_control","unfed","control","226017","0","A1",1,1,"F","breeder"
"1045",2021,"aug","summer","4.4",4,4,"hevonen","unfed_control","unfed","control","226017","0","A1",1,1,"F","breeder"
"1046",2021,"june","summer","2.2",2,2,"talo","fed_deworm","fed","deworm","226019","1","C2",3,3,"F","breeder"
"1047",2021,"june","summer","2.1",2,1,"ketunpesa","unfed_deworm","unfed","deworm","226020","0","I4",9,7,"F","breeder"
"1048",2021,"june","summer","2.2",2,2,"ketunpesa","unfed_deworm","unfed","deworm","226020","0","I4",9,7,"F","breeder"
"1049",2021,"june","summer","2.3",2,3,"ketunpesa","unfed_deworm","unfed","deworm","226020","0","H4",8,8,"F","breeder"
"1050",2021,"july","summer","3.1",3,1,"ketunpesa","unfed_deworm","unfed","deworm","226020","0","H5",8,10,"F","breeder"
"1051",2021,"july","summer","3.2",3,2,"ketunpesa","unfed_deworm","unfed","deworm","226020","0","H4",8,8,"F","breeder"
"1052",2021,"july","summer","3.3",3,3,"ketunpesa","unfed_deworm","unfed","deworm","226020","0","F3",6,6,"F","breeder"
"1053",2021,"july","summer","3.4",3,4,"ketunpesa","unfed_deworm","unfed","deworm","226020","0","G3",7,5,"F","breeder"
"1054",2021,"aug","summer","4.1",4,1,"ketunpesa","unfed_deworm","unfed","deworm","226020","0","F2",6,4,"F","breeder"
"1055",2021,"aug","summer","4.2",4,2,"ketunpesa","unfed_deworm","unfed","deworm","226020","0","F2",6,4,"F","breeder"
"1056",2021,"aug","summer","4.3",4,3,"ketunpesa","unfed_deworm","unfed","deworm","226020","0","F3",6,6,"F","breeder"
"1057",2021,"june","summer","2.1",2,1,"vaarinkorpi","fed_control","fed","control","226021","1","B2",2,4,"F","breeder"
"1058",2021,"june","summer","2.1",2,1,"talo","fed_deworm","fed","deworm","226022","1","E4",5,7,"M","breeder"
"1059",2021,"june","summer","2.2",2,2,"talo","fed_deworm","fed","deworm","226022","0","E4",5,7,"M","breeder"
"1060",2021,"june","summer","2.3",2,3,"talo","fed_deworm","fed","deworm","226022","0","H3",8,6,"M","breeder"
"1061",2021,"june","summer","2.4",2,4,"talo","fed_deworm","fed","deworm","226022","0","F3",6,6,"M","breeder"
"1062",2021,"june","summer","2.1",2,1,"asema","unfed_control","unfed","control","226023","1","C1",3,1,"M","breeder"
"1063",2021,"june","summer","2.3",2,3,"asema","unfed_control","unfed","control","226023","0","G1",7,1,"M","breeder"
"1064",2021,"july","summer","3.1",3,1,"asema","unfed_control","unfed","control","226023","0","E2",5,3,"M","breeder"
"1065",2021,"july","summer","3.4",3,4,"asema","unfed_control","unfed","control","226023","0","C2",3,3,"M","breeder"
"1066",2021,"aug","summer","4.1",4,1,"asema","unfed_control","unfed","control","226023","0","K4",11,7,"M","breeder"
"1067",2021,"aug","summer","4.2",4,2,"asema","unfed_control","unfed","control","226023","0","K4",11,7,"M","breeder"
"1068",2021,"aug","summer","4.3",4,3,"asema","unfed_control","unfed","control","226023","0","I4",9,7,"M","breeder"
"1069",2021,"june","summer","2.4",2,4,"puro","fed_deworm","fed","deworm","226024","1","C6",3,11,"F","breeder"
"1070",2021,"june","summer","2.3",2,3,"talo","fed_deworm","fed","deworm","226025","1","A6",1,11,"M","breeder"
"1071",2021,"june","summer","2.1",2,1,"talo","fed_deworm","fed","deworm","226026","1","J5",10,10,"F","breeder"
"1072",2021,"june","summer","2.1",2,1,"ketunpesa","unfed_deworm","unfed","deworm","226027","1","C4",3,7,"M","nonbreeder"
"1073",2021,"june","summer","2.3",2,3,"ketunpesa","unfed_deworm","unfed","deworm","226027","0","D3",4,6,"M","nonbreeder"
"1074",2021,"june","summer","2.3",2,3,"radio","fed_control","fed","control","226028","1","K2",11,3,"M","breeder"
"1075",2021,"june","summer","2.2",2,2,"hevonen","unfed_control","unfed","control","226029","1","D5",4,10,"M","breeder"
"1076",2021,"june","summer","2.3",2,3,"hevonen","unfed_control","unfed","control","226029","0","D5",4,10,"M","breeder"
"1077",2021,"june","summer","2.4",2,4,"hevonen","unfed_control","unfed","control","226029","0","B5",2,10,"M","breeder"
"1078",2021,"june","summer","2.1",2,1,"hevonen","unfed_control","unfed","control","226030","1","D5",4,10,"F","breeder"
"1079",2021,"june","summer","2.3",2,3,"hevonen","unfed_control","unfed","control","226030","0","A6",1,11,"F","breeder"
"1080",2021,"june","summer","2.4",2,4,"hevonen","unfed_control","unfed","control","226030","0","D5",4,10,"F","breeder"
"1081",2021,"june","summer","2.2",2,2,"talo","fed_deworm","fed","deworm","226031","1","A6",1,11,"F","breeder"
"1082",2021,"june","summer","2.3",2,3,"talo","fed_deworm","fed","deworm","226031","0","A6",1,11,"F","breeder"
"1083",2021,"july","summer","3.1",3,1,"talo","fed_deworm","fed","deworm","226031","0","E5",5,9,"F","breeder"
"1084",2021,"july","summer","3.3",3,3,"talo","fed_deworm","fed","deworm","226031","0","A6",1,11,"F","breeder"
"1085",2021,"aug","summer","4.1",4,1,"talo","fed_deworm","fed","deworm","226031","0","B5",2,10,"F","breeder"
"1086",2021,"aug","summer","4.2",4,2,"talo","fed_deworm","fed","deworm","226031","0","B5",2,10,"F","breeder"
"1087",2021,"aug","summer","4.3",4,3,"talo","fed_deworm","fed","deworm","226031","0","E5",5,9,"F","breeder"
"1088",2021,"aug","summer","4.4",4,4,"talo","fed_deworm","fed","deworm","226031","0","E5",5,9,"F","breeder"
"1089",2021,"june","summer","2.1",2,1,"janakkala","fed_deworm","fed","deworm","226032","1","A1",1,1,"M","breeder"
"1090",2021,"june","summer","2.4",2,4,"janakkala","fed_deworm","fed","deworm","226032","0","A1",1,1,"M","breeder"
"1091",2021,"july","summer","3.2",3,2,"janakkala","fed_deworm","fed","deworm","226032","0","B2",2,4,"M","breeder"
"1092",2021,"july","summer","3.4",3,4,"janakkala","fed_deworm","fed","deworm","226032","0","A2",1,3,"M","breeder"
"1093",2021,"july","summer","3.1",3,1,"asema","unfed_control","unfed","control","226033","0","K4",11,7,"F","breeder"
"1094",2021,"july","summer","3.3",3,3,"asema","unfed_control","unfed","control","226033","0","K4",11,7,"F","breeder"
"1095",2021,"july","summer","3.4",3,4,"asema","unfed_control","unfed","control","226033","0","J4",10,8,"F","breeder"
"1096",2021,"june","summer","2.1",2,1,"ketunpesa","unfed_deworm","unfed","deworm","226034","1","D3",4,6,"M","breeder"
"1097",2021,"june","summer","2.3",2,3,"vaarinkorpi","fed_control","fed","control","226035","0","K3",11,5,"F","breeder"
"1098",2021,"july","summer","3.3",3,3,"vaarinkorpi","fed_control","fed","control","226035","0","K3",11,5,"F","breeder"
"1099",2021,"aug","summer","4.3",4,3,"vaarinkorpi","fed_control","fed","control","226035","0","I2",9,3,"F","breeder"
"1100",2021,"june","summer","2.1",2,1,"helmipollo","unfed_control","unfed","control","226036","1","D1",4,2,"M","breeder"
"1101",2021,"june","summer","2.3",2,3,"helmipollo","unfed_control","unfed","control","226036","0","B2",2,4,"M","breeder"
"1102",2021,"june","summer","2.4",2,4,"helmipollo","unfed_control","unfed","control","226036","0","G3",7,5,"M","breeder"
"1103",2021,"july","summer","3.1",3,1,"helmipollo","unfed_control","unfed","control","226036","0","G3",7,5,"M","breeder"
"1104",2021,"july","summer","3.3",3,3,"helmipollo","unfed_control","unfed","control","226036","0","G4",7,7,"M","breeder"
"1105",2021,"aug","summer","4.2",4,2,"helmipollo","unfed_control","unfed","control","226036","0","A3",1,5,"M","breeder"
"1106",2021,"june","summer","2.3",2,3,"kuoppa","fed_control","fed","control","226037","1","E1",5,1,"M","breeder"
"1107",2021,"july","summer","3.3",3,3,"kuoppa","fed_control","fed","control","226037","0","H3",8,6,"M","breeder"
"1108",2021,"july","summer","3.4",3,4,"kuoppa","fed_control","fed","control","226037","0","D2",4,4,"M","breeder"
"1109",2021,"june","summer","2.1",2,1,"helmipollo","unfed_control","unfed","control","226038","1","C1",3,1,"M","breeder"
"1110",2021,"june","summer","2.3",2,3,"helmipollo","unfed_control","unfed","control","226038","0","K2",11,3,"M","breeder"
"1111",2021,"june","summer","2.1",2,1,"vaarinkorpi","fed_control","fed","control","226039","0","G2",7,3,"M","breeder"
"1112",2021,"june","summer","2.4",2,4,"vaarinkorpi","fed_control","fed","control","226039","0","E2",5,3,"M","breeder"
"1113",2021,"july","summer","3.1",3,1,"vaarinkorpi","fed_control","fed","control","226039","0","H2",8,4,"M","breeder"
"1114",2021,"june","summer","2.1",2,1,"kuoppa","fed_control","fed","control","226040","1","G3",7,5,"M","breeder"
"1115",2021,"june","summer","2.1",2,1,"helmipollo","unfed_control","unfed","control","226041","1","C5",3,9,"M","breeder"
"1116",2021,"june","summer","2.2",2,2,"helmipollo","unfed_control","unfed","control","226041","0","D3",4,6,"M","breeder"
"1117",2021,"june","summer","2.3",2,3,"helmipollo","unfed_control","unfed","control","226041","0","C4",3,7,"M","breeder"
"1118",2021,"june","summer","2.4",2,4,"helmipollo","unfed_control","unfed","control","226041","0","D3",4,6,"M","breeder"
"1119",2021,"july","summer","3.1",3,1,"helmipollo","unfed_control","unfed","control","226041","0","F4",6,8,"M","breeder"
"1120",2021,"july","summer","3.3",3,3,"helmipollo","unfed_control","unfed","control","226041","0","D4",4,8,"M","breeder"
"1121",2021,"aug","summer","4.1",4,1,"helmipollo","unfed_control","unfed","control","226041","0","A4",1,7,"M","breeder"
"1122",2021,"aug","summer","4.3",4,3,"helmipollo","unfed_control","unfed","control","226041","0","A4",1,7,"M","breeder"
"1123",2021,"aug","summer","4.4",4,4,"helmipollo","unfed_control","unfed","control","226041","0","D4",4,8,"M","breeder"
"1124",2021,"june","summer","2.1",2,1,"kuoppa","fed_control","fed","control","226043","1","K5",11,9,"F","breeder"
"1125",2021,"june","summer","2.3",2,3,"kuoppa","fed_control","fed","control","226043","0","K4",11,7,"F","breeder"
"1126",2021,"june","summer","2.1",2,1,"kiirastuli","unfed_deworm","unfed","deworm","226044","1","A5",1,9,"M","breeder"
"1127",2021,"june","summer","2.2",2,2,"kiirastuli","unfed_deworm","unfed","deworm","226044","0","A3",1,5,"M","breeder"
"1128",2021,"june","summer","2.3",2,3,"kiirastuli","unfed_deworm","unfed","deworm","226044","0","A2",1,3,"M","breeder"
"1129",2021,"july","summer","3.1",3,1,"kiirastuli","unfed_deworm","unfed","deworm","226044","0","A6",1,11,"M","breeder"
"1130",2021,"july","summer","3.3",3,3,"kiirastuli","unfed_deworm","unfed","deworm","226044","0","E2",5,3,"M","breeder"
"1131",2021,"july","summer","3.4",3,4,"kiirastuli","unfed_deworm","unfed","deworm","226044","0","I4",9,7,"M","breeder"
"1132",2021,"aug","summer","4.2",4,2,"kiirastuli","unfed_deworm","unfed","deworm","226044","0","K6",11,11,"M","breeder"
"1133",2021,"sept","fall","5.3",5,3,"kiirastuli","unfed_deworm","unfed","deworm","226044","0","A1",1,1,"M","breeder"
"1134",2021,"sept","fall","5.4",5,4,"kiirastuli","unfed_deworm","unfed","deworm","226044","0","A1",1,1,"M","breeder"
"1135",2021,"july","summer","3.1",3,1,"radio","fed_control","fed","control","226045","1","E2",5,3,"M","breeder"
"1136",2021,"july","summer","3.4",3,4,"radio","fed_control","fed","control","226045","0","D2",4,4,"M","breeder"
"1137",2021,"aug","summer","4.2",4,2,"radio","fed_control","fed","control","226045","0","G1",7,1,"M","breeder"
"1138",2021,"aug","summer","4.3",4,3,"radio","fed_control","fed","control","226045","0","E2",5,3,"M","breeder"
"1139",2021,"june","summer","2.3",2,3,"mustikka","unfed_deworm","unfed","deworm","226046","1","J5",10,10,"F","breeder"
"1140",2021,"june","summer","2.3",2,3,"janakkala","fed_deworm","fed","deworm","226047","1","K3",11,5,"F","breeder"
"1141",2021,"july","summer","3.3",3,3,"janakkala","fed_deworm","fed","deworm","226047","0","I4",9,7,"F","breeder"
"1142",2021,"july","summer","3.4",3,4,"janakkala","fed_deworm","fed","deworm","226047","0","I3",9,5,"F","breeder"
"1143",2021,"aug","summer","4.1",4,1,"janakkala","fed_deworm","fed","deworm","226047","0","H3",8,6,"F","breeder"
"1144",2021,"aug","summer","4.3",4,3,"janakkala","fed_deworm","fed","deworm","226047","0","I3",9,5,"F","breeder"
"1145",2021,"aug","summer","4.4",4,4,"janakkala","fed_deworm","fed","deworm","226047","0","I3",9,5,"F","breeder"
"1146",2021,"june","summer","2.1",2,1,"vaarinkorpi","fed_control","fed","control","226049","1","G5",7,9,"F","breeder"
"1147",2021,"june","summer","2.3",2,3,"vaarinkorpi","fed_control","fed","control","226049","0","I6",9,11,"F","breeder"
"1148",2021,"july","summer","3.1",3,1,"vaarinkorpi","fed_control","fed","control","226049","0","H4",8,8,"F","breeder"
"1149",2021,"july","summer","3.2",3,2,"vaarinkorpi","fed_control","fed","control","226049","0","H4",8,8,"F","breeder"
"1150",2021,"july","summer","3.3",3,3,"vaarinkorpi","fed_control","fed","control","226049","0","G5",7,9,"F","breeder"
"1151",2021,"july","summer","3.4",3,4,"vaarinkorpi","fed_control","fed","control","226049","0","F4",6,8,"F","breeder"
"1152",2021,"aug","summer","4.1",4,1,"vaarinkorpi","fed_control","fed","control","226049","0","I5",9,9,"F","breeder"
"1153",2021,"june","summer","2.1",2,1,"vaarinkorpi","fed_control","fed","control","226050","1","E6",5,11,"M","breeder"
"1154",2021,"june","summer","2.1",2,1,"talo","fed_deworm","fed","deworm","226051","1","E5",5,9,"M","breeder"
"1155",2021,"june","summer","2.4",2,4,"talo","fed_deworm","fed","deworm","226051","0","G4",7,7,"M","breeder"
"1156",2021,"july","summer","3.1",3,1,"talo","fed_deworm","fed","deworm","226051","0","H1",8,2,"M","breeder"
"1157",2021,"july","summer","3.4",3,4,"talo","fed_deworm","fed","deworm","226051","0","F4",6,8,"M","breeder"
"1158",2021,"july","summer","3.1",3,1,"vaarinkorpi","fed_control","fed","control","226052","1","C5",3,9,"M","breeder"
"1159",2021,"june","summer","2.1",2,1,"helmipollo","unfed_control","unfed","control","226053","1","F4",6,8,"M","breeder"
"1160",2021,"june","summer","2.4",2,4,"helmipollo","unfed_control","unfed","control","226053","0","B3",2,6,"M","breeder"
"1161",2021,"july","summer","3.2",3,2,"helmipollo","unfed_control","unfed","control","226053","0","G3",7,5,"M","breeder"
"1162",2021,"july","summer","3.3",3,3,"helmipollo","unfed_control","unfed","control","226053","0","E5",5,9,"M","breeder"
"1163",2021,"aug","summer","4.2",4,2,"helmipollo","unfed_control","unfed","control","226053","0","A3",1,5,"M","breeder"
"1164",2021,"june","summer","2.1",2,1,"helmipollo","unfed_control","unfed","control","226054","1","E5",5,9,"F","breeder"
"1165",2021,"june","summer","2.3",2,3,"helmipollo","unfed_control","unfed","control","226054","0","A4",1,7,"F","breeder"
"1166",2021,"june","summer","2.4",2,4,"helmipollo","unfed_control","unfed","control","226054","0","D5",4,10,"F","breeder"
"1167",2021,"july","summer","3.3",3,3,"helmipollo","unfed_control","unfed","control","226054","0","D5",4,10,"F","breeder"
"1168",2021,"july","summer","3.4",3,4,"helmipollo","unfed_control","unfed","control","226054","0","D4",4,8,"F","breeder"
"1169",2021,"june","summer","2.3",2,3,"kiirastuli","unfed_deworm","unfed","deworm","226055","1","A5",1,9,"F","breeder"
"1170",2021,"july","summer","3.3",3,3,"kiirastuli","unfed_deworm","unfed","deworm","226055","0","A2",1,3,"F","breeder"
"1171",2021,"june","summer","2.2",2,2,"asema","unfed_control","unfed","control","226056","1","C1",3,1,"F","breeder"
"1172",2021,"june","summer","2.4",2,4,"asema","unfed_control","unfed","control","226056","0","C1",3,1,"F","breeder"
"1173",2021,"july","summer","3.1",3,1,"asema","unfed_control","unfed","control","226056","0","E1",5,1,"F","breeder"
"1174",2021,"july","summer","3.3",3,3,"asema","unfed_control","unfed","control","226056","0","E2",5,3,"F","breeder"
"1175",2021,"july","summer","3.4",3,4,"asema","unfed_control","unfed","control","226056","0","G1",7,1,"F","breeder"
"1176",2021,"aug","summer","4.1",4,1,"asema","unfed_control","unfed","control","226056","0","E1",5,1,"F","breeder"
"1177",2021,"aug","summer","4.3",4,3,"asema","unfed_control","unfed","control","226056","0","K2",11,3,"F","breeder"
"1178",2021,"sept","fall","5.1",5,1,"asema","unfed_control","unfed","control","226056","0","G1",7,1,"F","breeder"
"1179",2021,"sept","fall","5.3",5,3,"asema","unfed_control","unfed","control","226056","0","E1",5,1,"F","breeder"
